NEWID,Income Class,Education,Division,Family Type,Area Type,QINTRVMO,QINTRVYR,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,NUM_AUTO,NUM_TVAN,OCCUCOD1,OCCUCOD2,MARITAL1,REGION,POPSIZE,CUTENURE,VEHQ,VEHQL,FINCBTXM,INC_RANK,FAM_SIZE,CHILDAGE,PERSLT18,PERSOT64,AS_COMP1,AS_COMP2,AS_COMP3,AS_COMP4,AS_COMP5,FOODCQ,FDAWAYCQ,ALCBEVCQ,RENDWECQ,ALLFULCQ,BBYDAYCQ,TEXTILCQ,FURNTRCQ,APPARCQ,MENBOYCQ,MENSIXCQ,BOYFIFCQ,GRLFIFCQ,CHLDRNCQ,FOOTWRCQ,OTHAPLCQ,TRANSCQ,CARTKNCQ,CARTKUCQ,GASMOCQ,PUBTRACQ,ENTERTCQ,PETTOYCQ,PERSCACQ,READCQ,TOTEXPCQ
4287613,7,12,3,1,1,May,2020,65,62,1,2,1,1,1,1,,10,1,2,4,2,2,0,45844.4,0.1025068,2,0,0,1,1,1,0,0,0,455,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,100,0,266,200,0,0,2055.2833
4287614,7,12,3,1,1,August,2020,65,62,1,2,1,1,1,2,,10,1,2,4,2,3,0,38575,0.2594987,2,0,0,1,1,1,0,0,0,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4050,0,4000,50,0,79,15,0,0,6484.4167
4287794,2,12,3,9,1,August,2020,23,,2,,2,,0,0,8,,5,2,1,4,0,0,30252.6,0.3013238,2,0,0,0,1,1,0,0,0,433.3333,0,0,950,0,0,0,0,367,45,45,0,0,0,172,0,120,0,0,0,120,20,0,0,0,2575.45
4287943,6,12,1,9,1,May,2020,37,,1,,1,,2,0,3,,5,1,2,1,2,0,185000,0.9235557,2,0,0,0,1,1,0,0,0,554.6667,173.3333,50,0,350,0,0,0,83,0,0,0,0,0,0,0,1074.6667,0,0,330,16,380,125,4,0,7416.4168
4287944,6,12,1,9,1,August,2020,38,,1,,1,,2,0,3,,5,1,2,1,2,0,177002,0.9188102,3,1,1,0,1,1,0,0,1,845,303.3333,180,0,0,0,0,0,0,0,0,0,0,0,0,0,599,0,0,160,0,548,335,0,0,7223
4287953,7,12,5,8,1,May,2020,57,,1,,1,,1,1,3,,3,3,3,4,2,0,33466.6,0.0271276,1,0,0,0,1,0,0,0,0,130,0,50,800,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,0,0,0,0,1707.35
4287954,7,12,5,8,1,August,2020,57,,1,,1,,1,1,9,,3,3,3,4,2,0,31301.6,0.0078254,1,0,0,0,1,0,0,0,0,368.3333,108.3333,275,900,0,0,0,0,0,0,0,0,0,0,0,0,1058.3333,0,0,183.3333,0,142,0,0,0,3135.2167
4287964,3,12,7,9,1,August,2020,74,,2,,2,,1,0,,,1,3,1,2,1,0,39913.4,0.3878296,4,0,0,2,2,2,0,0,0,541.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,116,0,0,100,0,162,0,0,0,2419.4
4288033,6,12,8,2,1,May,2020,41,36,1,2,1,1,1,1,6,1,1,4,2,1,2,0,250000,0.9612578,4,1,2,0,1,1,0,1,1,606.6667,260,150,0,0,3120,0,0,0,0,0,0,0,0,0,0,167,0,0,100,0,0,0,0,0,13545.0834
4288034,6,12,8,2,1,August,2020,41,37,1,2,1,1,1,1,6,3,1,4,2,1,2,0,254000,0.9614215,3,1,1,0,1,1,0,1,0,1083.3333,216.6667,200,0,0,3000,0,0,0,0,0,0,0,0,0,0,800,0,0,120,0,50,50,0,0,9728.6667
4288163,5,12,3,1,1,May,2020,60,61,1,2,1,1,1,2,11,1,1,2,2,2,5,0,112000,0.7919019,2,0,0,0,1,1,0,0,0,520,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,465,0,0,130,0,8362.6667,840,25,0,11581.3333
4288164,5,12,3,1,1,August,2020,60,61,1,2,1,1,0,2,11,1,1,2,2,2,6,0,82800,0.6969611,2,0,0,0,1,1,0,0,0,585,173.3333,80,0,0,0,0,0,0,0,0,0,0,0,0,0,330,0,0,330,0,213,0,41.6667,0,3903.1667
4288263,4,12,5,1,1,May,2020,53,50,1,2,1,1,0,1,3,,1,3,2,4,1,0,57000,0.554363,2,0,0,0,1,1,0,0,0,303.3333,0,0,400,0,0,0,0,70,0,0,0,0,0,70,0,120,0,0,120,0,0,0,0,0,1496.75
4288264,5,12,5,1,1,August,2020,53,50,1,2,1,1,0,1,11,,1,3,2,4,1,0,79400,0.6807019,2,0,0,0,1,1,0,0,0,823.3333,0,0,1200,0,0,0,0,130,0,0,0,0,0,130,0,296.6667,0,0,296.6667,0,0,0,0,0,4583.4167
4288274,1,12,6,9,1,August,2020,25,,2,,1,,0,0,,,5,3,4,5,0,0,3231,0.1310564,2,0,0,0,0,2,0,0,0,108.3333,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,556.3333
4288453,3,12,5,1,1,May,2020,87,87,1,2,1,1,0,0,,,1,3,3,2,0,0,23505.6,0.4887276,2,0,0,2,1,1,0,0,0,238.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,886.6667
4288454,4,12,5,1,1,August,2020,87,87,1,2,1,1,0,0,,,1,3,3,2,0,0,28900.8,0.5461975,2,0,0,2,1,1,0,0,0,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,650
4288483,2,12,8,3,1,May,2020,44,32,1,2,1,1,0,4,12,10,1,4,3,4,4,0,59580.6,0.3203171,4,3,2,0,1,1,2,0,0,650,0,0,950,0,0,0,0,0,0,0,0,0,0,0,0,335.6667,0,0,300,0,75,0,26.6667,0,2690.9666
4288613,1,12,,8,1,May,2020,54,,2,,1,,0,0,,,2,,5,4,0,0,5348,0.1402663,1,0,0,0,0,1,0,0,0,390,0,0,339,0,0,0,0,0,0,0,0,0,0,0,0,16.6667,0,0,0,16.6667,0,0,53.3333,0,1187.3333
4288614,2,12,,8,1,August,2020,54,,2,,1,,0,0,,,2,,5,4,0,0,17935,0.2405828,1,0,0,0,0,1,0,0,0,216.6667,0,0,332,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,793.6667
4288863,7,12,5,8,1,June,2020,87,,2,,1,,0,0,,,2,3,1,4,0,0,44134.6,0.1052961,1,0,0,1,0,1,0,0,0,86.6667,86.6667,0,3200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7143.3333
4288944,7,12,8,7,1,September,2020,36,,2,,2,,0,0,,,5,4,2,5,0,0,9120,0.1639016,5,4,4,0,0,1,2,2,0,1516.6667,0,0,0,0,0,0,0,38,18,0,18,20,0,0,0,70,0,0,70,0,0,0,0,0,2124.6667
4289003,2,12,3,8,1,June,2020,69,,2,,1,,1,1,,,2,2,4,1,2,0,27427,0.3258339,1,0,0,1,0,1,0,0,0,872.6667,295.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1758,0,0,80,0,42,0,0,10,5200.3333
4289043,3,12,8,8,1,June,2020,81,,2,,1,,1,0,,,2,4,2,2,1,0,20480.2,0.4238561,1,0,0,1,0,1,0,0,0,1452.6667,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,716,0,0,40,0,0,0,40,0,4726
4289044,2,12,8,8,1,September,2020,81,,2,,1,,1,0,,,2,4,2,2,1,0,18760,0.2508124,1,0,0,1,0,1,0,0,0,1603.3333,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,0,0,16.6667,0,3532.6667
4289303,4,12,,2,1,June,2020,26,25,1,2,1,1,0,2,10,10,1,,5,4,2,0,57718.6,0.5554339,4,1,2,0,1,1,1,0,1,1085.3333,305.3333,120,1100,0,0,0,0,245,39,39,0,0,200,0,0,189,0,0,100,0,20,0,0,0,4709.7334
4289304,3,12,,2,1,September,2020,26,26,1,2,1,1,0,2,12,10,1,,5,4,2,0,36162.2,0.4219619,4,1,2,0,1,1,1,0,1,1040,260,0,1100,0,0,0,0,230,12,12,0,0,200,0,0,522,0,0,200,0,0,0,0,0,4353.7001
4289503,2,12,6,8,1,June,2020,81,,2,,1,,0,1,,,2,3,2,1,1,0,25695,0.3105122,1,0,0,1,0,1,0,0,0,606.6667,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,40,0,0,40,0,162,0,0,0,4067
4289504,2,12,6,8,1,September,2020,82,,2,,1,,0,1,,,2,3,2,1,1,0,25375,0.3173491,1,0,0,1,0,1,0,0,0,520,0,22,0,0,0,70,0,0,0,0,0,0,0,0,0,324,0,0,60,0,182,0,14.6667,0,3817
4289543,3,12,9,8,1,June,2020,23,,1,,4,,0,0,15,,5,4,3,4,1,0,35000,0.3929747,1,0,0,0,1,0,0,0,0,2600,1300,100,2750,0,0,0,400,23.3333,0,0,0,0,0,0,23.3333,366.6667,0,0,100,266.6667,404,0,166.6667,0,8087.8333
4289544,4,12,9,8,1,September,2020,23,,1,,4,,0,0,15,,5,4,3,4,1,0,62400,0.6042333,1,0,0,0,1,0,0,0,0,1300,0,200,2750,0,0,0,0,26,0,0,0,0,0,0,26,205,0,0,100,0,185,0,160,0,6579.6666
4289563,1,12,7,8,1,June,2020,59,,1,,1,,0,1,10,,3,3,1,4,1,0,1200,0.0943521,1,0,0,0,1,0,0,0,0,823.3333,0,400,2248,60,0,0,0,105,105,105,0,0,0,0,0,452,0,0,52,0,0,0,0,0,5917.6667
4289564,4,12,7,8,1,September,2020,59,,1,,1,,0,1,12,,3,3,1,4,1,0,68000,0.6296111,1,0,0,0,1,0,0,0,0,390,0,400,2260,0,0,0,0,325,203,203,0,0,0,122,0,505,0,0,80,0,0,0,0,0,6344.6667
4289633,2,12,,8,1,June,2020,68,,1,,1,,0,1,,,2,,5,1,1,0,18821,0.240389,1,0,0,1,1,0,0,0,0,216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,40,0,0,0,0,0,1554
4289693,4,12,7,4,1,June,2020,59,58,2,1,1,1,0,3,10,10,1,3,1,2,3,0,62000,0.5829915,3,7,0,0,2,1,0,0,0,2166.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,400,0,216,0,0,0,8444.6666
4289703,4,12,8,1,1,June,2020,69,69,2,1,1,1,0,0,,12,1,4,2,2,0,0,39542.8,0.6024035,2,0,0,2,1,1,0,0,0,1083.3333,216.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,619,0,0,320,0,129,60,0,0,5310.6667
4289704,4,12,8,1,1,September,2020,70,69,2,1,1,1,0,1,,,1,4,2,2,1,0,34852.4,0.5447178,2,0,0,2,1,1,0,0,0,996.6667,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1190,0,0,600,0,52,20,0,0,5081.6667
4290033,2,12,2,8,1,June,2020,77,,1,,1,,0,1,10,,3,1,4,4,1,0,50863.2,0.3276785,1,0,0,1,1,0,0,0,0,650,216.6667,40,1426,0,0,0,0,137,58,58,0,0,0,79,0,581.3333,0,0,240,0,259,0,33.3333,0,6053.4333
4290034,2,12,2,8,1,September,2020,78,,1,,1,,0,1,,,3,1,4,4,1,0,27004,0.3316611,1,0,0,1,1,0,0,0,0,606.6667,173.3333,40,1456,0,0,0,0,0,0,0,0,0,0,0,0,754,0,0,360,0,256,0,95,0,4639.6667
4290124,5,12,5,9,1,September,2020,87,,2,,2,,2,0,,,2,3,2,2,2,0,110948.6,0.6769187,4,7,0,1,1,3,0,0,0,1560,86.6667,180,0,475,0,0,0,16,0,0,0,0,0,0,16,786,0,0,200,0,336,0,0,0,7894
4290203,1,12,1,1,1,June,2020,71,71,2,1,1,1,0,0,,,1,1,3,1,0,1,6019,0.1437765,2,0,0,2,1,1,0,0,0,1720.6667,866.6667,0,0,0,0,0,0,30,18,0,18,12,0,0,0,1410,0,0,40,0,184,0,0,0,6371
4290204,2,12,1,1,1,September,2020,71,71,2,1,1,1,0,0,,,1,1,3,1,0,1,10035,0.1686869,2,0,0,2,1,1,0,0,0,1473.3333,866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1050,0,0,160,0,196,0,8,0,6558.6667
4290293,2,12,1,8,1,June,2020,87,,2,,1,,0,1,,,2,1,3,2,1,0,18063,0.2328671,1,0,0,1,0,1,0,0,0,606.6667,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,88,0,0,40,0,190,0,0,0,2606.3333
4290294,2,12,1,8,1,September,2020,87,,2,,1,,0,1,,,2,1,3,2,1,0,18031,0.2424679,1,0,0,1,0,1,0,0,0,606.6667,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,420,0,0,0,0,190,0,0,0,2845.3333
4290413,3,12,1,8,1,June,2020,63,,2,,1,,0,1,1,,3,1,3,4,1,0,42000,0.4487583,1,0,0,0,0,1,0,0,0,1274,173.3333,0,2200,0,0,120,0,110,0,0,0,0,0,110,0,263,0,0,240,0,226,0,0,0,6254.5
4290414,3,12,1,8,1,September,2020,63,,2,,1,,0,1,1,,3,1,3,4,1,0,43000,0.4774342,1,0,0,0,0,1,0,0,0,1430,433.3333,80,1900,0,0,0,0,170,0,0,0,0,0,50,100,225,0,0,180,0,759,0,40,0,10542.0001
4290533,5,12,8,4,1,June,2020,48,51,1,2,1,1,5,2,10,,1,4,2,1,7,0,107576,0.7788098,6,6,3,0,1,2,0,3,0,1473.3333,173.3333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,47325,46000,0,400,0,164,0,80,0,57832.6911
4290534,6,12,8,4,1,September,2020,49,51,1,2,1,1,5,2,3,,1,4,2,1,7,0,134000,0.8473066,6,6,3,0,1,2,0,3,0,2340,866.6667,500,0,0,0,0,0,780,0,0,0,780,0,0,0,850,0,0,500,0,1860,0,266.6667,10,16732.4577
4290673,2,12,3,7,1,June,2020,56,,2,,1,,1,0,7,,3,2,2,5,1,0,23613.6,0.2811007,4,6,2,0,0,2,0,2,0,173.3333,43.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,350,0,0,350,0,0,0,0,0,1272.9333
4290674,7,12,3,7,1,September,2020,56,,2,,1,,1,0,10,,3,2,2,4,1,0,8431.2,0.0599442,4,6,2,0,0,2,0,2,0,216.6667,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,1204.2333
4290713,2,12,1,8,1,June,2020,79,,1,,1,,0,1,,,5,1,2,2,1,0,15221,0.2065312,1,0,0,1,1,0,0,0,0,173.3333,43.3333,0,0,0,0,45,0,61,61,61,0,0,0,0,0,245.6667,0,0,148.6667,6,96,0,13.3333,0,44471.3333
4290714,2,12,1,8,1,September,2020,79,,1,,1,,0,1,,,5,1,2,2,1,0,23741,0.2969321,1,0,0,1,1,0,0,0,0,208,86.6667,0,0,0,0,0,0,19,0,0,0,0,0,19,0,52,0,0,50,2,120,0,0,0,22505
4290753,4,12,5,1,1,June,2020,64,76,2,1,1,1,0,1,,3,1,3,2,1,1,0,61690.6,0.6138648,2,0,0,1,1,1,0,0,0,1300,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,330.6667,0,0,120,0,240,0,0,0,6021.5999
4290754,5,12,5,1,1,September,2020,65,76,2,1,1,1,0,1,,5,1,3,2,1,1,0,100166,0.7631144,2,0,0,2,1,1,0,0,0,1343.3333,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,120,0,0,120,0,0,0,0,0,5026.3333
4290863,3,12,5,8,1,June,2020,62,,1,,1,,1,2,10,,3,3,4,2,3,0,32000,0.3645997,1,0,0,0,1,0,0,0,0,563.3333,0,0,0,0,0,0,0,8,8,8,0,0,0,0,0,200,0,0,200,0,180,0,0,0,2354.3333
4290864,3,12,5,8,1,September,2020,62,,1,,1,,1,2,11,,3,3,4,2,3,0,38203.4,0.3848686,1,0,0,0,1,0,0,0,0,173.3333,0,60,0,0,0,0,0,21,21,21,0,0,0,0,0,240,0,0,240,0,690,510,0,0,2384.7333
4291063,7,12,9,1,1,June,2020,65,67,2,1,6,1,0,1,,4,1,4,4,5,1,0,41867.8,0.4003803,2,0,0,2,1,1,0,0,0,866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,300,0,0,0,0,0,2714.3667
4291064,7,12,9,1,1,September,2020,66,68,2,1,6,1,0,1,,12,1,4,4,4,1,0,43016.8,0.1307739,2,0,0,2,1,1,0,0,0,2426.6667,0,120,2900,0,0,0,0,225,0,0,0,0,0,0,225,795,0,0,440,0,1125,1125,53.3333,0,9558.6666
4291123,4,12,3,8,1,June,2020,87,,2,,1,,1,0,,,2,2,2,1,1,0,48875.8,0.5785722,1,0,0,1,0,1,0,0,0,802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,582,0,0,0,0,153,0,0,0,11381.3333
4291124,3,12,3,8,1,September,2020,87,,2,,1,,1,0,,,2,2,2,1,1,0,45135,0.4970186,1,0,0,1,0,1,0,0,0,1560,650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,622,0,0,40,0,204,0,0,0,7485.3333
4291573,4,12,,9,1,June,2020,49,,1,,1,,0,2,11,,3,,5,1,2,0,54500,0.5349771,6,4,4,0,1,1,2,2,0,1420,100,280,0,0,0,0,0,0,0,0,0,0,0,0,0,803.3333,0,0,680,0,80,80,26.6667,0,10500.1667
4291653,4,12,2,3,1,June,2020,44,42,2,1,1,1,0,2,,11,1,1,2,1,2,0,50000,0.5085799,5,4,3,0,1,1,1,2,0,2036.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1144,0,0,400,0,124,0,0,0,6940.5
4291654,4,12,2,3,1,September,2020,44,42,2,1,1,1,0,2,,10,1,1,2,1,3,0,56000,0.5676636,6,4,4,0,1,1,1,2,1,606.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1410,0,0,660,0,0,0,0,0,5007.6667
4291713,7,12,3,5,1,June,2020,65,61,2,1,1,1,1,2,11,10,1,2,2,1,3,0,119849.2,0.0148804,7,7,3,1,1,3,1,1,1,2513.3333,0,0,0,0,0,0,0,64,0,0,0,0,64,0,0,0,0,0,0,0,110,52,0,0,9049.5667
4291714,7,12,3,5,1,September,2020,65,61,2,1,1,1,1,2,1,10,1,2,2,1,3,0,80043.8,0.0461016,7,7,3,1,1,3,1,1,1,2513.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1120,0,0,0,0,52,52,0,0,9605.1667
4291803,4,12,8,8,1,June,2020,69,,2,,1,,0,1,1,,2,4,2,4,1,0,58475,0.5605368,1,0,0,1,0,1,0,0,0,996.6667,86.6667,0,2390,0,0,50,50,45,0,0,0,0,0,25,0,1282,0,0,100,0,366,200,8,77,7429.6667
4291804,4,12,8,8,1,September,2020,69,,2,,1,,0,1,1,,2,4,2,4,1,0,53643,0.5493515,1,0,0,1,0,1,0,0,0,520,86.6667,0,2392,0,0,0,0,0,0,0,0,0,0,0,0,430,0,0,140,0,368,200,0,0,8530.3334
4291923,5,12,3,5,1,June,2020,47,44,1,2,1,1,0,0,8,3,1,2,2,1,0,2,77845.4,0.7282568,5,5,2,1,1,4,0,0,0,2946.6667,1040,46,0,0,0,0,120,75,0,0,0,0,0,0,0,3920,0,0,600,0,686,330,0,0,15879.8001
4291924,4,12,3,5,1,September,2020,48,44,1,2,1,1,0,0,10,3,1,2,2,1,0,2,69872.2,0.624495,5,5,2,1,1,4,0,0,0,3466.6667,866.6667,0,0,0,0,0,0,200,0,0,0,0,0,0,0,2780,0,0,960,0,652,105,133.3333,0,13329.4333
4292013,2,12,,8,1,June,2020,67,,2,,1,,1,1,5,,3,,5,1,2,0,18351,0.2356183,1,0,0,1,0,1,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,260,0,0,0,2719.3334
4292014,2,12,,8,1,September,2020,68,,2,,1,,1,1,5,,3,,5,1,2,0,23326,0.2918342,1,0,0,1,0,1,0,0,0,260,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,120,0,0,120,0,256,30,0,0,3207.5
4292154,2,12,1,7,1,September,2020,48,,2,,1,,1,0,3,,5,1,2,4,1,0,13748,0.2006841,2,5,1,0,1,1,0,0,0,1591.6667,136.6667,14,2100,0,0,500,1361,1510,288,288,0,0,0,488,370,655.6667,0,0,240,70,717,110,467.6667,55,12510.3334
4292243,2,12,9,3,1,June,2020,31,34,2,1,1,1,0,0,,,1,4,2,2,0,0,15360,0.2078558,3,3,1,0,1,1,0,1,0,736.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,362,70,0,0,4434.3333
4292244,2,12,9,3,1,September,2020,31,34,2,1,1,1,0,0,,,1,4,2,2,0,0,17239,0.2350065,3,3,1,0,1,1,0,1,0,693.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,70,0,145,70,0,0,4329
4292393,4,12,5,9,1,June,2020,81,,1,,1,,1,0,,,2,3,4,2,1,0,51123.6,0.6020036,2,7,0,1,1,1,0,0,0,780,0,0,0,0,0,0,0,26.6667,0,0,0,0,0,0,26.6667,152,0,0,60,0,164,0,0,0,3476.6001
4292394,3,12,5,9,1,September,2020,81,,1,,1,,2,0,,,2,3,4,2,2,0,32790,0.3826878,2,7,0,1,1,1,0,0,0,1300,0,0,0,0,0,208,0,0,0,0,0,0,0,0,0,713,0,0,150,0,326,0,170,0,9960
4292463,7,12,5,1,1,June,2020,59,56,2,1,1,1,0,2,5,3,1,3,2,1,2,0,171240.6,0.0689887,2,0,0,0,1,1,0,0,0,1300,0,100,0,0,0,0,0,16,16,16,0,0,0,0,0,1756,0,0,200,0,387,40,0,0,16900.9153
4292464,5,12,5,1,1,September,2020,60,56,2,1,1,1,0,2,4,5,1,3,2,1,2,0,80000,0.6849124,2,0,0,0,1,1,0,0,0,1343.3333,260,200,0,0,0,21,0,0,0,0,0,0,0,0,0,382,0,0,300,0,353,0,133.3333,0,9934
4292483,2,12,8,8,1,June,2020,38,,1,,4,,0,0,11,,5,4,2,4,0,0,11000,0.1685736,1,0,0,0,1,0,0,0,0,1603.3333,433.3333,0,1900,0,0,0,0,158.6667,72,72,0,0,0,0,86.6667,636.6667,0,0,160,476.6667,0,0,0,0,4539.0001
4292484,2,12,8,8,1,September,2020,38,,1,,4,,0,0,12,,5,4,2,4,0,0,20000,0.2630245,1,0,0,0,1,0,0,0,0,3120,866.6667,0,1900,0,0,0,0,100,0,0,0,0,0,0,100,700,0,0,500,200,0,0,0,0,6175
4292823,4,12,5,5,1,June,2020,50,50,2,1,1,1,1,1,10,7,1,3,2,2,2,0,63758.8,0.5654728,5,7,2,0,1,2,1,1,0,1836.6667,420,200.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,603,0,0,130,0,0,0,0,0,5109.7
4292833,3,12,5,1,1,June,2020,69,69,1,2,1,1,0,2,,5,1,3,4,2,2,0,37306,0.4115318,2,0,0,2,1,1,0,0,0,736.6667,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,316,0,0,200,0,100,0,26.6667,0,3494.8333
4292834,3,12,5,1,1,September,2020,69,70,1,2,1,1,0,2,,,1,3,4,2,2,0,44582,0.4897761,2,0,0,2,1,1,0,0,0,823.3333,86.6667,60,0,0,0,0,0,0,0,0,0,0,0,0,0,194,0,0,175,0,130,0,22,0,4712.6667
4293354,7,12,9,9,1,September,2020,32,,2,,1,,0,1,4,,5,4,1,2,1,0,16214,0.0260436,3,0,2,0,0,1,2,0,0,1277.3333,410.6667,121.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,1250,0,0,500,0,100,60,0,0,4763.7334
4293403,1,12,7,9,1,June,2020,59,,2,,1,,0,1,,,2,3,4,2,1,0,6887,0.1459713,4,7,2,0,0,2,1,1,0,1386.6667,346.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,682,0,0,200,0,0,0,0,0,3250.3333
4293404,2,12,7,9,1,September,2020,60,,2,,1,,0,1,,,2,3,4,2,1,0,17155,0.2340934,4,7,2,0,0,2,1,1,0,866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723,0,0,200,0,0,0,0,0,2844.6667
4293623,4,12,5,5,1,June,2020,34,38,2,1,1,1,2,0,3,10,1,3,2,4,2,0,59530.6,0.5537952,4,5,1,1,1,2,0,1,0,693.3333,260,0,3316,0,0,0,0,50,0,0,0,0,0,0,0,266,0,0,191.25,0,160,100,0,0,9026.8
4293624,5,12,5,5,1,September,2020,34,38,2,1,1,1,2,0,10,12,1,3,2,4,2,0,86173,0.7113182,4,5,1,1,1,2,0,1,0,1306,439.3333,0,3316,0,0,0,0,0,0,0,0,0,0,0,0,289.6667,0,0,140,0,404,200,0,0,9927.7333
4293663,2,12,5,8,1,June,2020,68,,2,,1,,0,2,,,2,3,2,2,3,0,26503,0.3182167,1,0,0,1,0,1,0,0,0,1759.3333,69.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,0,0,100,0,197,0,9.3333,0,3813.6667
4293664,2,12,5,8,1,September,2020,68,,2,,1,,0,2,,,2,3,2,2,3,0,27019,0.3310388,1,0,0,1,0,1,0,0,0,754,86.6667,0,0,0,0,20,0,0,0,0,0,0,0,0,0,791,0,0,200,0,203,0,11.3333,0,3667.3333
4293683,3,12,2,9,1,June,2020,36,,1,,1,,1,0,11,,5,1,2,4,1,0,48000,0.496756,2,0,0,1,2,0,0,0,0,1213.3333,0,80,1600,0,0,0,0,60,0,0,0,0,0,0,60,326,0,0,90,0,0,0,0,0,4417.3333
4293684,2,12,2,8,1,September,2020,36,,1,,1,,1,0,11,,5,1,2,4,1,0,17345.8,0.2299061,1,0,0,0,1,0,0,0,0,693.3333,0,40,1580,0,0,27,0,175,55,55,0,0,0,0,120,640,0,0,200,200,0,0,13.3333,0,4039.8333
4293714,4,12,,1,1,September,2020,23,21,1,2,1,1,0,1,10,4,1,,5,4,1,0,46884,0.5011259,2,0,0,0,1,1,0,0,0,1040,173.3333,280,1700,0,0,0,1300,150,0,0,0,0,0,150,0,612.6667,0,0,202.6667,0,150,0,50,0,6866.2666
4293754,2,12,3,8,1,September,2020,71,,1,,1,,1,0,,,2,2,2,4,1,0,16135,0.2228423,1,0,0,1,1,0,0,0,0,520,0,0,1200,0,0,0,0,0,0,0,0,0,0,0,0,160,0,0,160,0,0,0,10,0,3236.6667
4293783,1,12,3,8,1,June,2020,78,,2,,1,,1,0,,,3,2,4,2,1,0,10075,0.1634114,1,0,0,1,0,1,0,0,0,173.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,226,0,0,40,0,0,0,0,0,1999
4293784,2,12,3,8,1,September,2020,78,,2,,1,,1,0,,,3,2,4,2,1,0,10135,0.1699412,1,0,0,1,0,1,0,0,0,173.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,80,0,0,0,0,0,2334.3333
4293943,6,12,5,1,1,June,2020,65,58,1,2,1,1,1,1,,3,1,3,1,1,2,3,153285,0.8855348,2,0,0,1,1,1,0,0,0,2860,433.3333,184,0,0,0,0,405,538,234,219,15,23,0,200,0,3230,0,0,160,0,246,60,66.6667,0,19775.8501
4293944,5,12,5,1,1,September,2020,65,58,1,2,1,1,1,1,,1,1,3,1,1,2,2,123135,0.8228706,2,0,0,1,1,1,0,0,0,1906.6667,260,80,0,0,0,75,0,172,47,26,21,70,0,0,0,3160,0,0,200,0,445,270,0,0,15784.0001
4293953,4,12,1,8,1,June,2020,57,,1,,1,,0,1,12,,5,1,2,4,1,0,52000,0.5230886,1,0,0,0,1,0,0,0,0,1040,433.3333,240,1000,0,0,0,0,363.3333,150,150,0,0,0,0,213.3333,900,0,0,300,0,0,0,0,0,6757
