NEWID,Income Class,Education,Division,Family Type,Area Type,QINTRVMO,QINTRVYR,AGE_REF,AGE2,SEX_REF,SEX2,REF_RACE,RACE2,NUM_AUTO,NUM_TVAN,OCCUCOD1,OCCUCOD2,MARITAL1,REGION,POPSIZE,CUTENURE,VEHQ,VEHQL,FINCBTXM,INC_RANK,FAM_SIZE,CHILDAGE,PERSLT18,PERSOT64,AS_COMP1,AS_COMP2,AS_COMP3,AS_COMP4,AS_COMP5,FOODCQ,FDAWAYCQ,ALCBEVCQ,RENDWECQ,ALLFULCQ,BBYDAYCQ,TEXTILCQ,FURNTRCQ,APPARCQ,MENBOYCQ,MENSIXCQ,BOYFIFCQ,GRLFIFCQ,CHLDRNCQ,FOOTWRCQ,OTHAPLCQ,TRANSCQ,CARTKNCQ,CARTKUCQ,GASMOCQ,PUBTRACQ,ENTERTCQ,PETTOYCQ,PERSCACQ,READCQ,TOTEXPCQ
4294053,2,12,2,8,1,June,2020,76,,2,,1,,1,0,10,,2,1,1,2,1,0,27767,0.327857,1,0,0,1,0,1,0,0,0,1343.3333,433.3333,350,0,0,0,0,0,0,0,0,0,0,0,0,0,400,0,0,320,0,260,0,0,0,7056.3334
4294054,2,12,2,8,1,September,2020,76,,2,,1,,1,0,4,,2,1,1,2,1,0,22219,0.2846071,1,0,0,1,0,1,0,0,0,2080,520,30,0,0,0,0,0,0,0,0,0,0,0,0,0,415.6667,0,0,200,66.6667,0,0,100,0,7041.1667
4294183,1,12,7,8,1,June,2020,63,,1,,1,,0,2,,,2,3,5,2,3,0,3040.8,0.121687,1,0,0,0,1,0,0,0,0,693.3333,346.6667,30,0,0,0,0,0,0,0,0,0,0,0,0,0,446,0,0,200,0,0,0,8,0,3055.3333
4294184,1,12,7,8,1,September,2020,64,,1,,1,,0,2,,,2,3,5,1,3,0,2430,0.1250813,1,0,0,0,1,0,0,0,0,736.6667,260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1288,0,0,200,0,0,0,10,0,4450.3333
4294193,4,12,5,1,1,June,2020,75,74,1,2,1,1,0,2,,,1,3,1,2,2,0,70194,0.6227418,2,0,0,2,1,1,0,0,0,2019.3333,60.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,132,0,0,102,0,376,0,11.3333,0,9068
4294194,4,12,5,1,1,September,2020,75,74,1,2,1,1,0,2,,,1,3,1,2,2,0,70862,0.6411588,2,0,0,2,1,1,0,0,0,1811.3333,251.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,0,0,260,0,475,0,26.6667,0,6802.3333
4294243,2,12,9,8,1,June,2020,87,,2,,4,,1,0,,,2,4,3,2,1,0,22444.8,0.276269,1,0,0,1,0,1,0,0,0,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,80,4338
4294244,2,12,9,8,1,September,2020,87,,2,,4,,0,0,,,2,4,3,2,0,0,15775,0.2186512,1,0,0,1,0,1,0,0,0,390,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,0,0,80,4074.6667
4294403,1,12,3,8,1,June,2020,55,,2,,1,,0,0,,,3,2,4,4,0,0,3075,0.1220924,1,0,0,0,0,1,0,0,0,398.6667,52,0,1232,0,0,0,0,50,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,1931.6667
4294404,2,12,3,8,1,September,2020,56,,2,,1,,0,0,,,3,2,4,4,0,0,11100,0.1774266,1,0,0,0,0,1,0,0,0,520,0,0,1334,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1964
4294443,2,12,3,5,1,June,2020,40,44,1,2,1,1,0,2,14,9,1,2,2,2,3,0,35026,0.2401813,3,0,0,0,2,1,0,0,0,1213.3333,346.6667,0,0,0,0,0,0,82,64,64,0,0,0,0,0,80,0,0,80,0,1521,1040,0,0,7202.8999
4294524,6,12,7,1,1,September,2020,49,49,1,2,1,1,0,1,11,4,1,3,1,4,1,0,165000,0.9031225,2,0,0,0,1,1,0,0,0,1300,0,100,3200,0,0,0,0,0,0,0,0,0,0,0,0,1052,0,0,600,0,615,0,66.6667,0,11042.5
4294693,3,12,3,8,1,June,2020,42,,2,,1,,0,1,6,,3,2,1,4,1,0,30000,0.350354,1,0,0,0,0,1,0,0,0,693.3333,43.3333,0,1800,0,0,0,0,0,0,0,0,0,0,0,0,681,0,0,480,0,192,0,0,0,4582.8333
4294694,2,12,3,8,1,September,2020,42,,2,,1,,0,1,10,,3,2,1,4,1,0,18000,0.2420378,1,0,0,0,0,1,0,0,0,693.3333,260,140,1800,0,0,0,0,84,0,0,0,0,0,0,0,1381,0,0,900,0,160,0,0,0,5349.8333
4294754,4,12,9,3,1,September,2020,44,34,1,2,4,4,2,0,11,10,1,4,1,4,2,0,60000,0.5922113,3,3,1,0,1,1,1,0,0,2600,1733.3333,180,3200,0,0,0,0,352,0,0,0,0,0,100,52,909,0,0,200,0,70,0,80,0,10254
4294884,5,12,5,4,1,September,2020,43,42,2,1,1,1,0,3,1,11,1,3,3,1,3,0,107583,0.7217027,5,7,0,0,3,2,0,0,0,1707.3333,86.6667,0,0,0,0,0,0,176,0,0,0,0,0,76,40,942,0,0,533.25,0,1624,0,0,0,10678.4999
4294893,1,12,9,8,1,June,2020,25,,1,,1,,0,0,10,,5,4,2,4,0,0,6000,0.1429511,1,0,0,0,1,0,0,0,0,433.3333,0,0,700,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1349.8333
4294894,7,12,9,8,1,September,2020,25,,1,,1,,0,0,,,5,4,2,2,0,0,2328,0.1226685,1,0,0,0,1,0,0,0,0,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513.3333
4294913,3,12,5,9,1,June,2020,70,,2,,2,,1,0,,,3,3,1,2,1,0,28283,0.334329,5,7,2,1,0,3,1,1,0,2556.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,775,0,0,400,0,260,0,0,0,5671.3333
4294914,2,12,5,9,1,September,2020,70,,2,,2,,1,0,,,3,3,1,2,1,0,20008.6,0.2458195,5,7,2,1,0,3,1,1,0,1170,303.3333,0,0,0,0,120,0,260,0,0,0,0,0,0,0,708,0,0,200,0,702,0,50,0,6767.6667
4295074,3,12,4,8,1,September,2020,20,,1,,1,,0,1,12,,5,2,4,4,1,0,34845.4,0.3980339,1,0,0,0,1,0,0,0,0,1213.3333,433.3333,0,1300,0,0,0,0,36,0,0,0,0,0,36,0,1691,0,1391,300,0,50,0,0,0,5674.2666
4295184,7,12,9,8,1,September,2020,32,,1,,1,,0,1,,,4,4,2,2,1,0,4143.2,0.0614406,1,0,0,0,1,0,0,0,0,433.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,100,0,226,26,0,0,992.6667
4295343,7,12,1,4,1,June,2020,58,56,1,2,1,1,0,3,,6,1,1,2,1,7,0,226468.2,0.0643245,4,7,0,0,2,2,0,0,0,1646.6667,0,0,0,250,0,0,0,0,0,0,0,0,0,0,0,1342,0,0,300,0,360,0,0,0,10568.8666
4295344,6,12,1,4,1,September,2020,59,56,1,2,1,1,0,3,,4,1,1,2,1,7,0,214631.8,0.9468379,4,7,0,0,2,2,0,0,0,2426.6667,0,200,0,0,0,0,0,0,0,0,0,0,0,0,0,1150,0,0,800,0,2326,2000,333.3333,0,15089.4333
4295404,3,12,6,8,1,September,2020,57,,1,,1,,3,1,7,,3,3,3,2,4,0,40000,0.4486804,1,0,0,0,1,0,0,0,0,585.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,320,0,0,310,0,0,0,10,0,3109.3333
4295543,3,12,2,4,1,June,2020,68,49,1,2,2,2,0,0,10,10,1,1,1,4,0,0,63852.4,0.3929069,3,7,0,1,1,2,0,0,0,3900,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,0,0,0,6842.0666
4295544,3,12,2,4,1,September,2020,68,49,1,2,2,2,0,0,10,10,1,1,1,4,0,0,32479.8,0.3743574,3,7,0,1,1,2,0,0,0,1083.3333,0,0,1600,0,0,0,0,0,0,0,0,0,0,0,0,212,0,0,0,212,166,0,0,0,3555.5333
4295563,7,12,,1,2,June,2020,65,66,2,1,1,1,2,0,,,1,4,5,1,2,0,0,0.0355662,2,0,0,2,1,1,0,0,0,866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,2526.6667
4295614,3,12,5,9,1,September,2020,16,,2,,1,,1,1,,,5,3,4,4,2,0,42000,0.4639195,3,0,1,0,1,2,0,0,0,953.3333,173.3333,0,1332,0,0,0,0,0,0,0,0,0,0,0,0,727,0,0,320,0,48,0,0,0,7504.1667
4295693,3,12,,1,2,June,2020,78,80,1,2,1,1,0,0,10,,1,2,5,4,0,1,38381,0.4231374,2,0,0,2,1,1,0,0,0,260,0,40,950,0,0,0,0,163.6667,0,0,0,0,0,70,48.6667,1151,0,0,300,0,214,0,33.3333,28,4910.5
4295694,4,12,,1,2,September,2020,79,80,1,2,1,1,0,0,6,,1,2,5,4,0,1,42740.4,0.5445653,2,0,0,2,1,1,0,0,0,606.6667,0,40,1001,0,0,0,0,162,0,0,0,0,0,80,32,628,0,0,200,0,282,0,67.3333,28,5981.8334
4295823,7,12,2,8,1,June,2020,87,,1,,6,,0,0,,,1,1,1,1,0,0,0,0.0089906,1,0,0,1,1,0,0,0,0,645.3333,0,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6594.6667
4295824,7,12,2,8,1,September,2020,87,,1,,1,,0,0,,,1,1,1,1,0,0,9541.8,0.0721225,1,0,0,1,1,0,0,0,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5220.3333
4295933,5,12,9,3,1,June,2020,39,32,2,1,1,1,2,2,3,10,1,4,1,1,4,0,107235.6,0.7644711,4,2,2,0,1,1,2,0,0,4176.6667,1143.3333,0,0,0,0,0,0,150,0,0,0,0,150,0,0,46261,45000,0,160,0,120,0,0,0,54610.2334
4295934,4,12,9,5,1,September,2020,40,40,2,1,1,1,1,1,3,4,1,4,1,1,2,0,120504.6,0.6320182,5,2,2,1,1,2,2,0,0,1993.3333,260,0,0,0,0,0,0,230,0,0,0,60,170,0,0,935,0,0,300,0,0,0,0,0,21206.9
4296074,5,12,,1,2,September,2020,68,61,1,2,1,1,0,3,,11,1,4,5,1,4,0,87896,0.7182333,2,0,0,1,1,1,0,0,0,996.6667,346.6667,660,0,0,0,0,0,650,0,0,0,0,0,0,650,1907,0,0,500,456,228,0,60,0,10725.8333
4296143,3,12,5,1,1,June,2020,72,68,1,2,2,2,1,2,,,1,3,3,1,3,0,31735,0.3610186,2,0,0,2,1,1,0,0,0,823.3333,216.6667,0,0,0,0,0,0,150,0,0,0,0,0,38,0,745,0,0,200,0,132,0,0,0,5417.3333
4296144,3,12,5,1,1,September,2020,73,69,1,2,2,2,1,2,,,1,3,3,1,3,0,31070,0.3659002,2,0,0,2,1,1,0,0,0,1343.3333,260,0,0,0,0,0,0,57,12,12,0,0,0,45,0,693,0,0,100,0,116,0,0,0,5712.6667
4296383,3,12,7,1,2,June,2020,65,63,1,2,1,1,2,1,,,1,3,4,2,3,0,37735,0.416946,2,0,0,1,1,1,0,0,0,2210,1040,40,0,0,0,0,0,0,0,0,0,0,0,0,0,1001,0,0,400,0,100,0,53.3333,0,8607.6667
4296384,3,12,7,1,2,September,2020,66,63,1,2,1,1,2,1,,,1,3,4,2,3,0,40670,0.4550561,2,0,0,1,1,1,0,0,0,1343.3333,693.3333,32,0,0,0,100,0,0,0,0,0,0,0,0,0,1101.3333,0,0,500,0,173,0,33.3333,0,7742.6667
4296513,3,12,7,1,1,June,2020,67,67,2,1,1,1,1,2,,,1,3,4,2,3,1,54744.4,0.4242075,2,0,0,2,1,1,0,0,0,780,216.6667,50,0,0,0,0,0,194,50,50,0,0,0,130,0,8503.6667,0,6279,300,0,0,0,333.3333,0,12302
4296514,3,12,7,1,1,September,2020,67,67,2,1,1,1,1,2,,,1,3,4,2,3,0,39196,0.3834563,2,0,0,2,1,1,0,0,0,754,104,50,0,0,0,0,0,0,0,0,0,0,0,0,0,210,0,0,150,0,0,0,23.3333,0,3396
4296573,2,12,,8,2,June,2020,79,,2,,1,,0,1,,,2,2,5,2,1,0,15938,0.2131416,1,0,0,1,0,1,0,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,377,0,0,32,0,176,0,0,0,4953.6667
4296574,2,12,,8,2,September,2020,79,,2,,1,,0,1,,,2,2,5,2,1,0,14935,0.2112257,1,0,0,1,0,1,0,0,0,589.3333,104,55,0,0,0,0,0,22,0,0,0,0,0,22,0,109,0,0,96,0,318,0,29.3333,0,10308.3333
4296623,4,12,3,3,1,June,2020,52,47,1,2,1,1,3,1,11,,1,2,3,1,4,0,55000,0.5371541,3,5,1,0,2,1,0,0,0,2643.3333,1300,40,0,0,0,0,0,0,0,0,0,0,0,0,0,597.6667,0,0,189.1667,0,0,0,13.3333,0,12206.3334
4296624,4,12,3,3,1,September,2020,52,47,1,2,1,1,3,1,11,,1,2,3,1,4,0,64915,0.6148012,3,5,1,0,2,1,0,0,0,2383.3333,866.6667,10,0,0,0,0,0,0,0,0,0,0,0,0,0,779,0,0,100,0,0,0,33.3333,0,6871.1667
4296653,3,12,3,9,1,June,2020,58,,2,,1,,0,0,,,3,2,2,4,0,0,30226.2,0.3453373,3,7,0,0,0,3,0,0,0,1560,260,0,1400,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,4420.4667
4296654,2,12,3,9,1,September,2020,59,,2,,1,,1,0,,,3,2,2,4,1,0,21960,0.2809104,3,7,0,0,0,3,0,0,0,780,86.6667,0,1454,0,0,0,0,287,0,0,0,0,0,0,0,594.6667,0,0,80,0,100,0,26.6667,0,5123.6667
4296914,5,12,5,9,1,September,2020,26,,1,,1,,1,4,10,,5,3,4,1,7,0,132054,0.796731,4,0,1,0,2,1,0,0,1,2253.3333,346.6667,200,0,0,1698,0,0,6.6667,0,0,0,0,0,0,6.6667,1544.3333,0,0,400,13.3333,486,0,0,0,11261.5333
4296943,6,12,9,4,1,June,2020,48,40,1,2,1,1,1,2,7,,1,4,4,2,4,0,251029.3,0.8918536,4,6,1,0,1,2,1,0,0,1820,433.3333,0,0,0,0,0,0,130,0,0,0,0,0,130,0,1595,0,0,220,0,174,0,0,0,9251.9667
4296944,7,12,9,4,1,September,2020,48,40,1,2,1,1,1,2,12,,1,4,4,2,4,0,82204.6,0.0104844,4,6,1,0,1,2,1,0,0,2253.3333,520,0,0,0,0,0,0,260,60,60,0,0,0,200,0,1467,0,0,220,0,171,0,0,0,10125.2
4297003,7,12,3,1,1,June,2020,82,87,2,1,1,1,0,0,,,1,2,2,4,0,0,0,0.0494345,2,0,0,2,1,1,0,0,0,476.6667,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1146.6667
4297004,7,12,3,1,1,September,2020,82,87,2,1,1,1,0,0,,,1,2,2,4,0,0,660,0.093746,2,0,0,2,1,1,0,0,0,390,0,30,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1310
4297343,4,12,,5,1,June,2020,50,50,1,2,1,1,1,2,12,11,1,,5,2,3,0,72432.2,0.605927,6,6,2,0,3,2,0,1,0,4766.6667,433.3333,100,0,0,0,0,0,0,0,0,0,0,0,0,0,406.6667,0,0,400,0,397,0,60,0,9789.8999
4297344,5,12,,5,1,September,2020,50,50,1,2,1,1,1,2,11,11,1,,5,2,3,0,103000,0.7718485,6,6,2,0,3,2,0,1,0,4853.3333,520,100,0,0,0,0,0,504,157,157,0,56,0,161,0,599,0,0,427,112,1665,1411,66.6667,0,13292.3334
4297794,4,12,6,2,1,September,2020,28,27,2,1,1,1,0,1,2,1,1,3,4,2,1,0,45920,0.5007549,4,1,2,0,1,1,1,1,0,1512.6667,394.6667,0,0,0,520,0,0,177,33,0,33,37,0,107,0,581,0,0,200,0,104,0,0,0,4629.6666
4297833,4,12,3,3,1,June,2020,31,34,2,1,1,1,1,2,3,10,1,2,2,1,3,0,75036,0.6338222,5,4,3,0,1,1,1,2,0,1473.3333,173.3333,328,0,0,0,0,0,200,97,0,97,0,0,103,0,220,0,0,200,0,1343,0,133.3333,0,8721.3333
4297834,7,12,3,3,1,September,2020,31,34,2,1,1,1,0,2,3,10,1,2,2,1,2,0,132995,0.0258254,5,4,3,0,1,1,1,2,0,1733.3333,0,60,0,0,0,50,2362,351,44,0,44,0,0,147,160,2251.6667,0,0,688.6667,0,342,0,0,0,14177.7667
4298023,5,12,9,5,1,June,2020,53,50,1,2,1,4,3,1,3,,1,4,1,1,4,0,81300,0.6766313,3,0,0,1,2,1,0,0,0,840.6667,104,40,136,0,0,0,0,120,0,0,0,0,0,0,0,491,0,0,260,0,122,0,0,0,12025.8333
4298024,3,12,9,5,1,September,2020,53,50,1,2,1,4,3,1,,,1,4,1,1,4,0,30250,0.3610036,3,0,0,1,2,1,0,0,0,1343.3333,216.6667,50,0,0,0,0,0,0,0,0,0,0,0,0,0,956,0,0,800,0,2085,0,200,0,11053
4298163,2,12,7,8,1,June,2020,76,,2,,1,,0,1,,,3,3,5,4,1,0,16279,0.2168696,1,0,0,1,0,1,0,0,0,390,0,0,438,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2612
4298164,2,12,7,8,1,September,2020,76,,2,,1,,0,0,,,3,3,5,4,0,0,18607,0.2486501,1,0,0,1,0,1,0,0,0,433.3333,86.6667,0,700,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2783.3333
4298213,2,12,,3,2,June,2020,35,34,2,1,1,1,0,0,6,12,1,4,5,4,0,0,17600,0.2283692,5,4,3,0,1,2,0,2,0,953.3333,0,0,1624,0,0,0,0,0,0,0,0,0,0,0,0,720,0,0,240,0,40,40,0,0,4806.5
4298214,3,12,,3,2,September,2020,35,35,2,1,1,1,0,0,6,12,1,4,5,4,0,0,28200,0.3439857,5,4,3,0,1,2,0,2,0,910,173.3333,100,1624,0,0,0,90,100,0,0,0,0,100,0,0,160,0,0,160,0,40,40,53.3333,0,5463.3333
4298504,7,12,3,8,1,September,2020,18,,2,,1,,0,0,12,,5,2,2,6,0,0,3064.4,0.0959384,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56.9666
4298653,4,12,,9,2,June,2020,48,,1,,1,,1,4,10,,3,4,5,4,7,0,60070,0.5737228,3,0,0,2,2,1,0,0,0,1040,173.3333,0,660,0,0,0,0,0,0,0,0,0,0,0,0,1258.3333,0,0,333.3333,0,125,0,0,0,6326.6667
4298654,4,12,,9,2,September,2020,48,,1,,1,,1,4,10,,3,4,5,4,7,0,50870,0.5356749,3,0,0,2,2,1,0,0,0,823.3333,173.3333,0,660,0,0,0,0,0,0,0,0,0,0,0,0,1692,0,0,800,0,123,0,0,0,6617.3333
4298793,2,12,,8,2,June,2020,87,,1,,1,,0,3,,,2,3,5,2,4,0,25235,0.3072712,1,0,0,1,1,0,0,0,0,668,18,0,0,0,0,0,0,30,0,0,0,0,0,0,30,130,0,0,120,0,0,0,0,0,3817.3333
4298794,2,12,,8,2,September,2020,87,,1,,1,,0,3,,,2,3,5,2,4,0,22135,0.2835597,1,0,0,1,1,0,0,0,0,910,260,0,0,25,0,0,0,66.6667,0,0,0,0,0,0,66.6667,980,0,0,400,0,0,0,0,0,4960
4298823,7,12,7,8,1,June,2020,87,,2,,1,,0,1,,,2,3,4,2,1,0,20375.8,0.1064239,1,0,0,1,0,1,0,0,0,303.3333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,10,0,110,0,0,13,2913.3333
4298824,7,12,7,8,1,September,2020,87,,2,,1,,0,1,,,2,3,4,2,1,0,18119.8,0.1116826,1,0,0,1,0,1,0,0,0,216.6667,0,0,0,15,0,0,0,30,0,0,0,0,0,0,30,449,0,0,20,0,150,0,0,26,2506
4298864,5,12,,3,2,September,2020,40,43,1,2,1,1,1,2,7,10,1,4,5,1,3,0,100115.4,0.7087344,3,5,1,0,1,2,0,0,0,4940,216.6667,120,0,0,0,0,0,103,0,0,0,0,0,58,0,38848,38000,0,800,0,38,0,116.6667,0,47752.8667
4298944,6,12,1,4,1,September,2020,55,54,1,2,2,2,1,1,10,1,1,1,3,2,2,1,175779.2,0.8841244,3,7,0,0,1,2,0,0,0,2470,130,100,0,0,0,0,0,130,0,0,0,0,0,130,0,2674,0,0,550,0,1727,0,0,0,11449.5667
4298993,6,12,4,1,1,June,2020,62,62,2,1,1,1,1,1,3,,1,2,4,2,3,0,117050.2,0.8842198,2,0,0,0,1,1,0,0,0,2123.3333,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,620,0,0,620,0,120,0,0,0,11327.0001
4298994,6,12,4,1,1,September,2020,62,62,2,1,1,1,1,1,3,,1,2,4,2,3,0,124050.2,0.8958389,2,0,0,0,1,1,0,0,0,2340,260,30,0,0,0,0,0,20,0,0,0,0,0,0,0,780,0,0,740,0,120,0,0,0,11309.9999
4299013,6,12,1,9,1,June,2020,27,,1,,1,,1,1,7,,5,1,2,1,3,0,163000,0.9006777,2,0,0,0,2,0,0,0,0,1300,693.3333,180,0,0,0,0,0,70,0,0,0,0,0,70,0,1289.3333,0,0,624,0,275,0,15.3333,0,8478.3335
4299023,2,12,2,8,1,June,2020,68,,2,,1,,1,0,,,5,1,1,2,1,0,26839,0.3208734,1,0,0,1,0,1,0,0,0,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,425,0,0,50,0,218,40,0,0,3560.6667
4299024,1,12,2,8,1,September,2020,69,,2,,1,,1,0,,,5,1,1,2,1,0,2875,0.1271383,1,0,0,1,0,1,0,0,0,606.6667,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,140,0,0,100,0,200,40,66.6667,0,2869
4299144,2,12,5,8,1,September,2020,67,,2,,1,,1,0,,,3,3,2,4,1,0,17287,0.2356981,1,0,0,1,0,1,0,0,0,910,0,0,1300,0,0,0,0,0,0,0,0,0,0,0,0,335,0,0,50,0,276,0,0,0,4277
4299213,2,12,9,8,1,June,2020,71,,2,,1,,1,0,,,2,4,1,1,1,0,28135,0.3315089,1,0,0,1,0,1,0,0,0,780,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,0,30,0,80,50,0,0,4708.6667
4299214,2,12,9,8,1,September,2020,71,,2,,1,,1,0,,,2,4,1,1,1,0,11556.6,0.1855937,1,0,0,1,0,1,0,0,0,996.6667,0,0,0,0,0,0,129,246,0,0,0,0,0,0,0,177,0,0,20,0,300,236,113.3333,35,5271.6667
4299373,2,12,7,8,1,June,2020,87,,2,,1,,0,0,,,2,3,4,2,0,0,12655,0.2786409,1,0,0,1,0,1,0,0,0,476.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1417.6667
4299374,3,12,7,8,1,September,2020,87,,2,,1,,0,0,,,2,3,4,2,0,0,14983,0.3437224,1,0,0,1,0,1,0,0,0,390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,346,0,0,0,1799
4299383,2,12,2,7,1,June,2020,33,,2,,1,,0,0,4,,5,1,1,4,0,0,14000,0.1958822,3,4,2,0,0,1,1,1,0,1083.3333,0,0,3000,0,0,0,0,139,0,0,0,40,0,19,80,36,0,0,0,36,0,0,0,0,5078.8333
4299384,2,12,2,7,1,September,2020,34,,2,,1,,0,0,4,,5,1,1,4,0,0,17316,0.235988,3,4,2,0,0,1,1,1,0,996.6667,86.6667,0,3000,0,0,0,0,424,0,0,0,300,0,44,80,173.3333,0,0,0,173.3333,0,0,0,0,5226.6666
4299474,7,12,9,6,1,June,2020,35,,1,,3,,0,1,12,,5,4,4,4,1,0,43547,0.1186874,2,3,1,0,1,0,0,1,0,693.3333,0,0,1650,0,0,0,0,0,0,0,0,0,0,0,0,851,0,0,500,0,0,0,0,0,3998.9333
4299594,2,12,6,9,1,September,2020,34,,2,,1,,0,0,,,2,3,2,2,0,0,11604,0.180708,2,0,0,0,1,1,0,0,0,866.6667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,723.3333,0,0,213.3333,0,0,0,0,0,3526
4310254,4,12,4,8,1,October,2020,81,,1,,1,,2,1,,,2,2,2,1,3,0,61139,0.6014933,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310313,7,12,5,8,1,July,2020,87,,1,,1,,0,0,10,,5,3,2,2,0,0,9273.8,0.0605415,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310314,7,12,5,8,1,October,2020,87,,1,,1,,0,0,4,,5,3,2,2,0,0,8619.2,0.009635,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310422,1,12,,8,2,April,2020,87,,2,,1,,1,0,,,2,2,5,4,1,0,8947,0.1552939,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310423,1,12,,8,2,July,2020,87,,2,,1,,1,0,,,2,2,5,4,1,0,8947,0.1630809,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310424,2,12,,8,2,October,2020,87,,2,,1,,1,0,,,2,2,5,4,1,0,7747,0.1831268,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310472,2,12,2,9,1,April,2020,52,,1,,1,,0,0,,,3,1,2,4,0,0,21200,0.2652803,4,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310474,3,12,2,9,1,October,2020,53,,1,,1,,0,0,,,3,1,2,4,0,0,48742.6,0.467853,4,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310794,3,12,3,8,1,October,2020,54,,1,,1,,0,1,11,,5,2,2,1,1,0,35000,0.4183742,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310943,2,12,2,8,1,July,2020,65,,2,,1,,0,0,5,,3,1,1,4,0,0,10900,0.1766526,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310982,3,12,3,7,1,April,2020,34,,2,,1,,1,0,10,,5,2,2,1,1,0,36680,0.4057643,4,2,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310983,3,12,3,7,1,July,2020,34,,2,,1,,1,0,10,,5,2,2,1,1,0,36680,0.4254185,4,2,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4310984,3,12,3,7,1,October,2020,34,,2,,1,,1,0,11,,5,2,2,1,1,0,35740,0.4255472,4,2,3,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
